DosageForm,Dosage,Drugname,TotalApprovals
INJECTABLE;INJECTION,2.5MEQ/ML,"SODIUM CHLORIDE IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.5MG/ML,CALAN,1
INJECTABLE;INJECTION,2.5MG/ML,"FLUPHENAZINE HYDROCHLORIDE",1
INJECTABLE;INJECTION,2.5MG/ML,INAPSINE,1
INJECTABLE;INJECTION,2.5MG/ML,ISOPTIN,1
INJECTABLE;INJECTION,2.5MG/ML,PROLIXIN,1
INJECTABLE;INJECTION,2.5MG/ML,SANDRIL,1
INJECTABLE;INJECTION,"2.5MG/ML;EQ 0.05MG BASE/ML","FENTANYL CITRATE AND DROPERIDOL",1
INJECTABLE;INJECTION,2.5MG/VIAL,MITHRACIN,1
INJECTABLE;INJECTION,2.75%;10GM/100ML,"CLINIMIX 2.75/10 SULFITE FREE IN DEXTROSE 10% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;10GM/100ML,"TRAVASOL 2.75% IN DEXTROSE 10% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;10GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML,"TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 10% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;15GM/100ML,"TRAVASOL 2.75% IN DEXTROSE 15% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;15GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML,"TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 15% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;20GM/100ML,"TRAVASOL 2.75% IN DEXTROSE 20% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;20GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML,"TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 20% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;25GM/100ML,"CLINIMIX 2.75/25 SULFITE FREE IN DEXTROSE 25% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;25GM/100ML,"TRAVASOL 2.75% IN DEXTROSE 25% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;25GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML,"TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;33MG/100ML;10GM/100ML;51MG/100ML;261MG/100ML;217MG/100ML;112MG/100ML,"CLINIMIX E 2.75/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;33MG/100ML;25GM/100ML;51MG/100ML;261MG/100ML;217MG/100ML;112MG/100ML,"CLINIMIX E 2.75/25 SULFITE FREE W/ ELECT IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;33MG/100ML;5GM/100ML;51MG/100ML;261MG/100ML;217MG/100ML;112MG/100ML,"CLINIMIX E 2.75/5 SULFITE FREE W/ ELECT IN DEXTROSE 5% W/ CALCIUM IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;5GM/100ML,"CLINIMIX 2.75/5 SULFITE FREE IN DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;5GM/100ML,"TRAVASOL 2.75% IN DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.75%;5GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML,"TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2%,CARBOCAINE,1
INJECTABLE;INJECTION,2%,CITANEST,1
INJECTABLE;INJECTION,2%,"LIDOCAINE HYDROCHLORIDE IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2%,"LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2%,"MEPIVACAINE HYDROCHLORIDE",1
INJECTABLE;INJECTION,2%,NESACAINE,1
INJECTABLE;INJECTION,2%,NESACAINE-MPF,1
INJECTABLE;INJECTION,2%,NOVOCAIN,1
INJECTABLE;INJECTION,2%,POLOCAINE,1
INJECTABLE;INJECTION,2%,POLOCAINE-MPF,1
INJECTABLE;INJECTION,2%,"XYLOCAINE DENTAL",1
INJECTABLE;INJECTION,2%,"XYLOCAINE PRESERVATIVE FREE",1
INJECTABLE;INJECTION,2%;125MG/ML,TERRAMYCIN,1
INJECTABLE;INJECTION,2%;50MG/ML,TERRAMYCIN,1
INJECTABLE;INJECTION,"20,000 IU/ML",INNOHEP,1
INJECTABLE;INJECTION,"20,000 UNITS/ML","HEPARIN SODIUM IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"20,000 UNITS/ML","LIQUAEMIN SODIUM",1
INJECTABLE;INJECTION,"20,000 UNITS/ML","PENICILLIN G POTASSIUM IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"20,000 UNITS/VIAL",A.P.L.,1
INJECTABLE;INJECTION,"20,000,000 UNITS/VIAL",PFIZERPEN,1
INJECTABLE;INJECTION,20%,"AMINOHIPPURATE SODIUM",1
INJECTABLE;INJECTION,20%,"CHOLOGRAFIN SODIUM",1
INJECTABLE;INJECTION,20%,"LIDOCAINE HYDROCHLORIDE",1
INJECTABLE;INJECTION,20%,"LIDOCAINE HYDROCHLORIDE IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,20%,"LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE",1
INJECTABLE;INJECTION,20%,"LIPOSYN III 20%",1
INJECTABLE;INJECTION,20%,"NUTRILIPID 20%",1
INJECTABLE;INJECTION,20%,"SOYACAL 20%",1
INJECTABLE;INJECTION,20%,"TRAVAMULSION 20%",1
INJECTABLE;INJECTION,20%,"XYLOCAINE PRESERVATIVE FREE",1
INJECTABLE;INJECTION,"20% (20GM/100ML)","PROSOL 20% SULFITE FREE IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"200 IU/ML",CALCIMAR,1
INJECTABLE;INJECTION,"200 IU/ML",MIACALCIN,1
INJECTABLE;INJECTION,"200 UNITS/100ML","HEPARIN SODIUM 1,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"200 UNITS/100ML","HEPARIN SODIUM 2,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"200 UNITS/VIAL",CEREZYME,1
INJECTABLE;INJECTION,"200 UNITS/VIAL",VITRASE,1
INJECTABLE;INJECTION,200MG/100ML,"ADRIAMYCIN PFS",1
INJECTABLE;INJECTION,200MG/100ML,"AMINOPHYLLINE IN SODIUM CHLORIDE 0.45%",1
INJECTABLE;INJECTION,200MG/100ML,"AMINOPHYLLINE IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,200MG/100ML,"CIPRO IN DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,200MG/100ML,"CIPRO IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,200MG/100ML,"CIPROFLOXACIN IN DEXTROSE 5%",1
INJECTABLE;INJECTION,200MG/100ML,"LIDOCAINE HYDROCHLORIDE 0.2% IN DEXTROSE 5%",1
INJECTABLE;INJECTION,200MG/100ML,"LIDOCAINE HYDROCHLORIDE 0.2% IN DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,200MG/100ML,"THEOPHYLLINE AND DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,200MG/100ML,"THEOPHYLLINE IN DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"200MG/100ML (2MG/ML)","DIFLUCAN IN DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"200MG/100ML (2MG/ML)","DIFLUCAN IN SODIUM CHLORIDE 0.9%",1
INJECTABLE;INJECTION,"200MG/100ML (2MG/ML)","DIFLUCAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"200MG/100ML (2MG/ML)",ELLENCE,1
INJECTABLE;INJECTION,"200MG/20ML (10MG/ML)",CIPRO,1
INJECTABLE;INJECTION,"200MG/20ML (10MG/ML)",DOCETAXEL,1
INJECTABLE;INJECTION,200MG/ML,"CALCIUM DISODIUM VERSENATE",1
INJECTABLE;INJECTION,200MG/ML,CARNITOR,1
INJECTABLE;INJECTION,200MG/ML,DECA-DURABOLIN,1
INJECTABLE;INJECTION,200MG/ML,DELATESTRYL,1
INJECTABLE;INJECTION,200MG/ML,DEPO-TESTOSTERONE,1
INJECTABLE;INJECTION,200MG/ML,ORNIDYL,1
INJECTABLE;INJECTION,200MG/ML,"THIAMINE HYDROCHLORIDE",1
INJECTABLE;INJECTION,200MG/VIAL,"BREVITAL SODIUM",1
INJECTABLE;INJECTION,200MG/VIAL,CYCLOPHOSPHAMIDE,1
INJECTABLE;INJECTION,200MG/VIAL,CYTOXAN,1
INJECTABLE;INJECTION,200MG/VIAL,DTIC-DOME,1
INJECTABLE;INJECTION,200MG/VIAL,"LYOPHILIZED CYTOXAN",1
INJECTABLE;INJECTION,200MG/VIAL,RAPLON,1
INJECTABLE;INJECTION,200uCi/ML,"CHROMITOPE SODIUM",1
INJECTABLE;INJECTION,20GM/100ML,"OSMITROL 20% IN WATER",1
INJECTABLE;INJECTION,20GM/100ML,"OSMITROL 20% IN WATER IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,20GM/VIAL,PRECEF,1
INJECTABLE;INJECTION,20MG/0.4ML,AMJEVITA,1
INJECTABLE;INJECTION,20MG/100ML;30MG/100ML;380MG/100ML;600MG/100ML,"ACETATED RINGER'S IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,20MG/100ML;5GM/100ML;104MG/100ML;600MG/100ML;310MG/100ML,"POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,20MG/100ML;5GM/100ML;104MG/100ML;600MG/100ML;310MG/100ML,"POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,20MG/100ML;5GM/100ML;105MG/100ML;600MG/100ML;310MG/100ML,"POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,20MG/100ML;5GM/100ML;105MG/100ML;600MG/100ML;310MG/100ML,"POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,20MG/100ML;5GM/100ML;30MG/100ML;380MG/100ML;600MG/100ML,"DEXTROSE 5% IN ACETATED RINGER'S IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,20MG/100ML;5GM/100ML;30MG/100ML;600MG/100ML;310MG/100ML,"DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,20MG/100ML;5GM/100ML;30MG/100ML;600MG/100ML;310MG/100ML,"LACTATED RINGER'S AND DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,20MG/10ML,KANUMA,1
INJECTABLE;INJECTION,"20MG/2ML (10MG/ML)",DEMADEX,1
INJECTABLE;INJECTION,"20MG/2ML (10MG/ML)","NUTROPIN AQ NUSPIN",1
INJECTABLE;INJECTION,"20MG/2ML (10MG/ML)","NUTROPIN AQ PEN",1
INJECTABLE;INJECTION,"20MG/2ML (10MG/ML)",SOTRADECOL,1
INJECTABLE;INJECTION,20MG/ML,ANECTINE,1
INJECTABLE;INJECTION,20MG/ML,ARISTOSPAN,1
INJECTABLE;INJECTION,20MG/ML,"AZACTAM IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,20MG/ML,BREVIBLOC,1
INJECTABLE;INJECTION,20MG/ML,DELESTROGEN,1
INJECTABLE;INJECTION,20MG/ML,DEPO-MEDROL,1
INJECTABLE;INJECTION,20MG/ML,DOPRAM,1
INJECTABLE;INJECTION,20MG/ML,FLOXIN,1
INJECTABLE;INJECTION,20MG/ML,HYDELTRA-TBA,1
INJECTABLE;INJECTION,20MG/ML,LARGON,1
INJECTABLE;INJECTION,20MG/ML,"METHYLPREDNISOLONE ACETATE",1
INJECTABLE;INJECTION,20MG/ML,NUBAIN,1
INJECTABLE;INJECTION,20MG/ML,QUELICIN,1
INJECTABLE;INJECTION,20MG/ML,"QUELICIN PRESERVATIVE FREE",1
INJECTABLE;INJECTION,20MG/ML,"SUCCINYLCHOLINE CHLORIDE",1
INJECTABLE;INJECTION,20MG/ML,TOPOSAR,1
INJECTABLE;INJECTION,20MG/ML,VESPRIN,1
INJECTABLE;INJECTION,"20MG/ML (20MG/ML)",TAXOTERE,1
INJECTABLE;INJECTION,"20MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",APRESOLINE,1
INJECTABLE;INJECTION,"20MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",VEPESID,1
INJECTABLE;INJECTION,20MG/ML;0.006MG/ML;0.05MCG/ML;1.5MG/ML;0.0005MG/ML;0.06MG/ML;4MG/ML;0.6MG/ML;0.36MG/ML;0.6MG/ML;0.1MG/ML;1MG/ML,"M.V.I.-12 (WITHOUT VITAMIN K)",1
INJECTABLE;INJECTION,"20MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.6MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.6MG/ML;330 UNITS/ML;1 IU/ML",M.V.I.-12,1
INJECTABLE;INJECTION,20MG/VIAL,DANTRIUM,1
INJECTABLE;INJECTION,20MG/VIAL,"DANTROLENE SODIUM",1
INJECTABLE;INJECTION,20MG/VIAL,DOCEFREZ,1
INJECTABLE;INJECTION,20MG/VIAL,IDAMYCIN,1
INJECTABLE;INJECTION,20MG/VIAL,"IDARUBICIN HYDROCHLORIDE",1
INJECTABLE;INJECTION,20MG/VIAL,MUTAMYCIN,1
INJECTABLE;INJECTION,20MG/VIAL,REVONTO,1
INJECTABLE;INJECTION,"20MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",NORCURON,1
INJECTABLE;INJECTION,20uCi/AMP,MEGATOPE,1
INJECTABLE;INJECTION,"22.5MG/2.5ML (9MG/ML)","SODIUM CHLORIDE 0.9%",1
INJECTABLE;INJECTION,22.5MG/VIAL,"LUPRON DEPOT",1
INJECTABLE;INJECTION,22.5MG/VIAL,"NUTROPIN DEPOT",1
INJECTABLE;INJECTION,220MG/100ML;900MG/100ML,"POTASSIUM CHLORIDE 0.22% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,220MG/100ML;900MG/100ML,"SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.22% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2220MBQ,RUBY-FILL,1
INJECTABLE;INJECTION,224MG/100ML;900MG/100ML,"POTASSIUM CHLORIDE 0.224% IN SODIUM CHLORIDE 0.9%",1
INJECTABLE;INJECTION,225MG/AMP,"HYDROXYSTILBAMIDINE ISETHIONATE",1
INJECTABLE;INJECTION,24%,RENOVUE-DIP,1
INJECTABLE;INJECTION,24MG/VIAL,HUMATROPE,1
INJECTABLE;INJECTION,"25 UNITS/VIAL",ACTH,1
INJECTABLE;INJECTION,"25 UNITS/VIAL",ACTHAR,1
INJECTABLE;INJECTION,25%,FUNDUSCEIN-25,1
INJECTABLE;INJECTION,25%,HYPAQUE,1
INJECTABLE;INJECTION,"250 UNITS/ML",ADAGEN,1
INJECTABLE;INJECTION,250-300uCi/ML,GLOFIL-125,1
INJECTABLE;INJECTION,"250,000 IU/VIAL",KINLYTIC,1
INJECTABLE;INJECTION,250MG/ML,"AMINOCAPROIC ACID IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,250MG/ML,"DEXTROSE 25%",1
INJECTABLE;INJECTION,250MG/ML,"SODIUM THIOSULFATE",1
INJECTABLE;INJECTION,250MG/ML,"SULFADIAZINE SODIUM",1
INJECTABLE;INJECTION,"250MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",AMICAR,1
INJECTABLE;INJECTION,250MG/VIAL,ACHROMYCIN,1
INJECTABLE;INJECTION,250MG/VIAL,DILAUDID-HP,1
INJECTABLE;INJECTION,250uCi/VIAL,CHROMALBIN,1
INJECTABLE;INJECTION,25MCG,NATPARA,1
INJECTABLE;INJECTION,25MG/0.5ML,ERELZI,1
INJECTABLE;INJECTION,"25MG/10ML (2.5MG/ML)",CARDENE,1
INJECTABLE;INJECTION,25MG/ML,ARISTOCORT,1
INJECTABLE;INJECTION,25MG/ML,"CORTISONE ACETATE",1
INJECTABLE;INJECTION,25MG/ML,CORTONE,1
INJECTABLE;INJECTION,25MG/ML,DURABOLIN,1
INJECTABLE;INJECTION,25MG/ML,"HYDROCORTISONE ACETATE",1
INJECTABLE;INJECTION,25MG/ML,HYDROCORTONE,1
INJECTABLE;INJECTION,25MG/ML,INFUMORPH,1
INJECTABLE;INJECTION,25MG/ML,METICORTELONE,1
INJECTABLE;INJECTION,25MG/ML,NITROPRESS,1
INJECTABLE;INJECTION,25MG/ML,ORGATRAX,1
INJECTABLE;INJECTION,25MG/ML,PHENERGAN,1
INJECTABLE;INJECTION,25MG/ML,"PREDNISOLONE ACETATE",1
INJECTABLE;INJECTION,25MG/ML,PRISCOLINE,1
INJECTABLE;INJECTION,25MG/ML,"PROLIXIN ENANTHATE",1
INJECTABLE;INJECTION,25MG/ML,"SODIUM NITROPRUSSIDE",1
INJECTABLE;INJECTION,25MG/ML,SPARINE,1
INJECTABLE;INJECTION,25MG/ML,"TESTOSTERONE PROPIONATE",1
INJECTABLE;INJECTION,25MG/ML,THORAZINE,1
INJECTABLE;INJECTION,25MG/ML,VISTARIL,1
INJECTABLE;INJECTION,"25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",GANITE,1
INJECTABLE;INJECTION,"25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","PROLIXIN DECANOATE",1
INJECTABLE;INJECTION,"25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","PROMETHAZINE HYDROCHLORIDE",1
INJECTABLE;INJECTION,25MG/ML;25MG/ML,MEPERGAN,1
INJECTABLE;INJECTION,25MG/VIAL,IC-GREEN,1
INJECTABLE;INJECTION,25MG/VIAL,"INDOCYANINE GREEN",1
INJECTABLE;INJECTION,25MG/VIAL,PREMARIN,1
INJECTABLE;INJECTION,"25MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",CARDIZEM,1
INJECTABLE;INJECTION,25uCi/ML,"FERROUS CITRATE FE 59",1
INJECTABLE;INJECTION,26%,ISOVUE-128,1
INJECTABLE;INJECTION,279.3MG/ML,PROHANCE,1
INJECTABLE;INJECTION,279.3MG/ML,"PROHANCE MULTIPACK",1
INJECTABLE;INJECTION,"27MG/3ML (9MG/ML)","SODIUM CHLORIDE 0.9%",1
INJECTABLE;INJECTION,28.5%;29.1%,"RENOVIST II",1
INJECTABLE;INJECTION,"28.7GM/100ML (287MG/ML)",OMNISCAN,1
INJECTABLE;INJECTION,287MG/ML,OMNISCAN,1
INJECTABLE;INJECTION,298MG/100ML;900MG/100ML,"POTASSIUM CHLORIDE 40MEQ IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2GM/100ML,"BREVIBLOC DOUBLE STRENGTH IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2GM/100ML,"MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2GM/VIAL,AZACTAM,1
INJECTABLE;INJECTION,2GM/VIAL,CEPTAZ,1
INJECTABLE;INJECTION,2GM/VIAL,CYTARABINE,1
INJECTABLE;INJECTION,2GM/VIAL,CYTOSAR-U,1
INJECTABLE;INJECTION,2GM/VIAL,"CYTOXAN (LYOPHILIZED)",1
INJECTABLE;INJECTION,2GM/VIAL,DESFERAL,1
INJECTABLE;INJECTION,2GM/VIAL,FORTAZ,1
INJECTABLE;INJECTION,2GM/VIAL,PRECEF,1
INJECTABLE;INJECTION,2GM/VIAL,TAZIDIME,1
INJECTABLE;INJECTION,2GM/VIAL,"TAZIDIME IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"2GM/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",CYTARABINE,1
INJECTABLE;INJECTION,"2MCG/ML (2MCG/ML)",DOXERCALCIFEROL,1
INJECTABLE;INJECTION,"2MCG/ML (2MCG/ML)",HECTOROL,1
INJECTABLE;INJECTION,2mCi/0.2ML,INDICLOR,1
INJECTABLE;INJECTION,2mCi/ML,NEOSCAN,1
INJECTABLE;INJECTION,2mCi/ML,"YTTERBIUM YB 169 DTPA",1
INJECTABLE;INJECTION,2mCi/VIAL,"CHROMITOPE SODIUM",1
INJECTABLE;INJECTION,2mCi/VIAL,MEGATOPE,1
INJECTABLE;INJECTION,2mCi/VIAL,ROBENGATOPE,1
INJECTABLE;INJECTION,2MEQ/ML,"SODIUM ACETATE IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2MG/ML,"ADRIAMYCIN PFS",1
INJECTABLE;INJECTION,2MG/ML,AMIDATE,1
INJECTABLE;INJECTION,2MG/ML,ATIVAN,1
INJECTABLE;INJECTION,2MG/ML,DILAUDID,1
INJECTABLE;INJECTION,2MG/ML,"HYDROMORPHONE HYDROCHLORIDE",1
INJECTABLE;INJECTION,2MG/ML,INTEGRILIN,1
INJECTABLE;INJECTION,2MG/ML,LEVO-DROMORAN,1
INJECTABLE;INJECTION,2MG/ML,"LORAZEPAM PRESERVATIVE FREE",1
INJECTABLE;INJECTION,2MG/ML,PAVULON,1
INJECTABLE;INJECTION,2MG/ML,STADOL,1
INJECTABLE;INJECTION,2MG/ML,"STADOL PRESERVATIVE FREE",1
INJECTABLE;INJECTION,2MG/ML;50MG/ML,DEPO-TESTADIOL,1
INJECTABLE;INJECTION,2MG/ML;50MG/ML,"TESTOSTERONE CYPIONATE-ESTRADIOL CYPIONATE",1
INJECTABLE;INJECTION,2MG/VIAL,"GENOTROPIN PRESERVATIVE FREE",1
INJECTABLE;INJECTION,2MG/VIAL,HUMATROPE,1
INJECTABLE;INJECTION,"3,000 UNITS/ML","HEPARIN SODIUM",1
INJECTABLE;INJECTION,3.2MEQ/ML,"POTASSIUM CHLORIDE",1
INJECTABLE;INJECTION,3.2MG/VIAL,"LUTREPULSE KIT",1
INJECTABLE;INJECTION,3.3GM/100ML;110MG/100ML;300MG/100ML,"POTASSIUM CHLORIDE 0.11% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,3.3GM/100ML;150MG/100ML;300MG/100ML,"POTASSIUM CHLORIDE 0.15% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,3.3GM/100ML;220MG/100ML;300MG/100ML,"POTASSIUM CHLORIDE 0.22% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,3.3GM/100ML;300MG/100ML,"DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,3.3GM/100ML;300MG/100ML;300MG/100ML,"POTASSIUM CHLORIDE 0.3% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,3.3GM/100ML;75MG/100ML;300MG/100ML,"POTASSIUM CHLORIDE 0.075% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"3.5% (3.5GM/100ML)","AMINOSYN 3.5%",1
INJECTABLE;INJECTION,"3.5% (3.5GM/100ML)","AMINOSYN II 3.5%",1
INJECTABLE;INJECTION,3.5%;21MG/100ML;128MG/100ML;234MG/100ML,"AMINOSYN 3.5% M",1
INJECTABLE;INJECTION,3.5%;21MG/100ML;40MG/100ML;128MG/100ML;234MG/100ML,"AMINOSYN 3.5% M",1
INJECTABLE;INJECTION,3.5%;25GM/100ML,"AMINOSYN II 3.5% IN DEXTROSE 25% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,3.5%;30MG/100ML;97MG/100ML;120MG/100ML;49MG/100ML,"AMINOSYN II 3.5% M",1
INJECTABLE;INJECTION,3.5%;36.8MG/100ML;25GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML,"AMINOSYN II 3.5% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,3.5%;51MG/100ML;131MG/100ML;218MG/100ML;35MG/100ML,"TRAVASOL 3.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,3.5%;51MG/100ML;131MG/100ML;218MG/100ML;35MG/100ML,"TRAVASOL 3.5% W/ ELECTROLYTES",1
INJECTABLE;INJECTION,3.5%;5GM/100ML,"AMINOSYN II 3.5% IN DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,3.5%;5GM/100ML;30MG/100ML;97MG/100ML;120MG/100ML;49.3MG/100ML,"AMINOSYN II 3.5% M IN DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"3.68GM/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.157GM/1000ML;2.21GM/1000ML;7.07GM/1000ML (5000ML)","PRISMASOL B22GK 2/2.5 IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"3.68GM/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.314GM/1000ML;2.21GM/1000ML;7.07GM/1000ML (5000ML)","PRISMASOL B22GK 4/2.5 IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"3.68GM/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.314GM/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML)","PRISMASOL BGK 4/2.5 IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"3.68GM/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;N/A/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML)","PRISMASOL BGK 0/2.5 IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"3.68GM/1000ML;3.05GM/1000ML;0.314GM/1000ML ;3.09GM/1000ML;6.34GM/1000ML;0.187GM/1000ML (5000ML)","PHOXILLUM BK 4/2.5 IN PLASTIC CONTAINER",1
