TherapeuticClass,Drugname,TotalApprovals,ApprovalYear
AB,PLAVIX,1,2005
AB,PLAVIX,1,2006
AB,PLAVIX,1,2007
AB,PLAVIX,1,2009
AB,PLAVIX,1,2010
AB,PLAVIX,1,2011
AB,PLAVIX,1,2013
AB,PLAVIX,1,2014
AB,PLAVIX,1,2015
AB,PLAVIX,1,2016
AB,PONSTEL,1,1967
AB,PONSTEL,1,1975
AB,PONSTEL,1,1977
AB,PONSTEL,1,1981
AB,PONSTEL,1,1982
AB,PONSTEL,1,1983
AB,PONSTEL,1,1984
AB,PONSTEL,1,1986
AB,PONSTEL,1,1989
AB,PONSTEL,1,1993
AB,PONSTEL,1,1996
AB,PONSTEL,1,1998
AB,PONSTEL,1,2001
AB,PONSTEL,1,2006
AB,PONSTEL,1,2008
AB,PONSTEL,1,2015
AB,PONSTEL,1,2016
AB,PORTIA-21,1,2002
AB,PORTIA-21,1,2003
AB,PORTIA-28,1,2002
AB,PORTIA-28,1,2003
AB,"POTASSIUM CHLORIDE",1,2008
AB,"POTASSIUM CHLORIDE",1,2011
AB,"POTASSIUM CITRATE",1,2006
AB,"PRAMIPEXOLE DIHYDROCHLORIDE",1,2008
AB,"PRAMIPEXOLE DIHYDROCHLORIDE",1,2013
AB,PRANDIMET,1,2008
AB,PRANDIMET,1,2010
AB,PRANDIMET,1,2012
AB,PRANDIMET,1,2013
AB,PRANDIMET,1,2014
AB,PRANDIN,1,1997
AB,PRANDIN,1,1999
AB,PRANDIN,1,2000
AB,PRANDIN,1,2002
AB,PRANDIN,1,2003
AB,PRANDIN,1,2005
AB,PRANDIN,1,2006
AB,PRANDIN,1,2008
AB,PRANDIN,1,2009
AB,PRANDIN,1,2010
AB,PRANDIN,1,2012
AB,PRANDIN,1,2015
AB,PRAVACHOL,1,1991
AB,PRAVACHOL,1,1992
AB,PRAVACHOL,1,1993
AB,PRAVACHOL,1,1994
AB,PRAVACHOL,1,1995
AB,PRAVACHOL,1,1996
AB,PRAVACHOL,1,1997
AB,PRAVACHOL,1,1998
AB,PRAVACHOL,1,1999
AB,PRAVACHOL,1,2000
AB,PRAVACHOL,1,2001
AB,PRAVACHOL,1,2002
AB,PRAVACHOL,1,2003
AB,PRAVACHOL,1,2005
AB,PRAVACHOL,1,2007
AB,PRAVACHOL,1,2011
AB,PRAVACHOL,1,2012
AB,PRAVACHOL,1,2013
AB,PRAVACHOL,1,2016
AB,"PRAVASTATIN SODIUM",1,2010
AB,"PRAZOSIN HYDROCHLORIDE",1,2001
AB,PRECOSE,1,1995
AB,PRECOSE,1,1996
AB,PRECOSE,1,1997
AB,PRECOSE,1,1998
AB,PRECOSE,1,1999
AB,PRECOSE,1,2000
AB,PRECOSE,1,2002
AB,PRECOSE,1,2005
AB,PRECOSE,1,2008
AB,PRECOSE,1,2011
AB,PRECOSE,1,2012
AB,PRECOSE,1,2014
AB,PRECOSE,1,2015
AB,"PRED FORTE",1,1973
AB,"PRED FORTE",1,1974
AB,"PRED FORTE",1,1975
AB,"PRED FORTE",1,1979
AB,"PRED FORTE",1,1980
AB,"PRED FORTE",1,1982
AB,"PRED FORTE",1,1983
AB,"PRED FORTE",1,1986
AB,"PRED FORTE",1,1987
AB,"PRED FORTE",1,1988
AB,"PRED FORTE",1,1989
AB,"PRED FORTE",1,1995
AB,"PRED FORTE",1,1996
AB,"PRED FORTE",1,1997
AB,"PRED FORTE",1,1998
AB,"PRED FORTE",1,2000
AB,"PRED FORTE",1,2001
AB,"PRED FORTE",1,2002
AB,PREDNICARBATE,1,2006
AB,PREDNICARBATE,1,2007
AB,"PREDNISOLONE SODIUM PHOSPHATE",1,2013
AB,PREDNISONE,1,1977
AB,PREDNISONE,1,1981
AB,PREDNISONE,1,1986
AB,PREDNISONE,1,1993
AB,PREDNISONE,1,2003
AB,PREVACID,1,1995
AB,PREVACID,1,1996
AB,PREVACID,1,1997
AB,PREVACID,1,1998
AB,PREVACID,1,1999
AB,PREVACID,1,2000
AB,PREVACID,1,2001
AB,PREVACID,1,2002
AB,PREVACID,1,2003
AB,PREVACID,1,2004
AB,PREVACID,1,2006
AB,PREVACID,1,2007
AB,PREVACID,1,2008
AB,PREVACID,1,2009
AB,PREVACID,1,2010
AB,PREVACID,1,2011
AB,PREVACID,1,2012
AB,PREVACID,1,2014
AB,PREVACID,1,2015
AB,PREVALITE,1,1996
AB,PREVALITE,1,1997
AB,PREVALITE,1,1998
AB,PREVALITE,1,1999
AB,PREVALITE,1,2002
AB,PREVIFEM,1,2004
AB,PREVPAC,1,1997
AB,PREVPAC,1,1998
AB,PREVPAC,1,1999
AB,PREVPAC,1,2001
AB,PREVPAC,1,2002
AB,PREVPAC,1,2004
AB,PREVPAC,1,2005
AB,PREVPAC,1,2006
AB,PREVPAC,1,2007
AB,PREVPAC,1,2009
AB,PREVPAC,1,2013
AB,PREVPAC,1,2014
AB,PRIMAQUINE,1,1952
AB,PRIMAQUINE,1,1976
AB,PRIMAQUINE,1,1977
AB,PRIMAQUINE,1,1981
AB,PRIMAQUINE,1,1984
AB,PRIMAQUINE,1,1985
AB,PRIMAQUINE,1,1986
AB,PRIMAQUINE,1,1990
AB,PRIMAQUINE,1,1993
AB,PRIMAQUINE,1,2003
AB,PRIMAQUINE,1,2008
AB,PRIMAQUINE,1,2015
AB,PRIMAQUINE,1,2016
AB,"PRIMAQUINE PHOSPHATE",1,2016
AB,PRIMIDONE,1,1978
AB,PRIMIDONE,1,1979
AB,PRIMIDONE,1,1985
AB,PRIMIDONE,1,1988
AB,PRIMIDONE,1,1992
AB,PRIMIDONE,1,1993
AB,PRIMIDONE,1,1994
AB,PRIMIDONE,1,1997
AB,PRIMIDONE,1,2002
AB,PRIMIDONE,1,2006
AB,PRIMIDONE,1,2008
AB,PRINIVIL,1,1987
AB,PRINIVIL,1,1988
AB,PRINIVIL,1,1989
AB,PRINIVIL,1,1990
AB,PRINIVIL,1,1991
AB,PRINIVIL,1,1992
AB,PRINIVIL,1,1993
AB,PRINIVIL,1,1994
AB,PRINIVIL,1,1995
AB,PRINIVIL,1,1996
AB,PRINIVIL,1,1999
AB,PRINIVIL,1,2000
AB,PRINIVIL,1,2001
AB,PRINIVIL,1,2003
AB,PRINIVIL,1,2004
AB,PRINIVIL,1,2005
AB,PRINIVIL,1,2006
AB,PRINIVIL,1,2007
AB,PRINIVIL,1,2008
AB,PRINIVIL,1,2011
AB,PRINIVIL,1,2012
AB,PRINIVIL,1,2013
AB,PRINIVIL,1,2014
AB,PRINIVIL,1,2015
AB,PRISTIQ,1,2008
AB,PRISTIQ,1,2009
AB,PRISTIQ,1,2010
AB,PRISTIQ,1,2011
AB,PRISTIQ,1,2012
AB,PRISTIQ,1,2013
AB,PRISTIQ,1,2014
AB,PRISTIQ,1,2016
AB,PROBALAN,1,1976
AB,PROBALAN,1,1988
AB,PROBALAN,1,1989
AB,PROBENECID,1,1976
AB,PROBENECID,1,1977
AB,PROBENECID,1,1982
AB,PROBENECID,1,1985
AB,PROBENECID,1,1986
AB,PROBENECID,1,1991
AB,PROBENECID,1,1993
AB,PROBENECID,1,1994
AB,PROBENECID,1,1996
AB,PROBENECID,1,1997
AB,PROBENECID,1,1998
AB,PROBENECID,1,2000
AB,PROBENECID,1,2001
AB,PROBENECID,1,2002
AB,"PROBENECID AND COLCHICINE",1,2008
AB,PROCARDIA,1,1981
AB,PROCARDIA,1,1982
AB,PROCARDIA,1,1983
AB,PROCARDIA,1,1984
AB,PROCARDIA,1,1985
AB,PROCARDIA,1,1986
AB,PROCARDIA,1,1987
AB,PROCARDIA,1,1988
AB,PROCARDIA,1,1990
AB,PROCARDIA,1,1992
AB,PROCARDIA,1,1994
AB,PROCARDIA,1,1995
AB,PROCARDIA,1,1996
AB,PROCARDIA,1,1997
AB,PROCARDIA,1,2000
AB,PROCARDIA,1,2002
AB,PROCARDIA,1,2011
AB,PROCARDIA,1,2013
AB,PROCARDIA,1,2015
AB,PROCARDIA,1,2016
AB,PROCHLORPERAZINE,1,1993
AB,PROCHLORPERAZINE,1,1997
AB,PROCHLORPERAZINE,1,1999
AB,"PROCHLORPERAZINE MALEATE",1,1998
AB,"PROCHLORPERAZINE MALEATE",1,1999
AB,"PROCHLORPERAZINE MALEATE",1,2001
AB,PROCOMP,1,1998
AB,PROGESTERONE,1,2010
AB,PROGESTERONE,1,2013
AB,PROGRAF,1,1994
AB,PROGRAF,1,1995
AB,PROGRAF,1,1996
AB,PROGRAF,1,1997
AB,PROGRAF,1,1998
AB,PROGRAF,1,2000
AB,PROGRAF,1,2001
AB,PROGRAF,1,2002
AB,PROGRAF,1,2004
AB,PROGRAF,1,2005
AB,PROGRAF,1,2006
AB,PROGRAF,1,2009
AB,PROGRAF,1,2011
AB,PROGRAF,1,2012
AB,PROGRAF,1,2013
AB,PROGRAF,1,2014
AB,PROGRAF,1,2015
AB,"PROMETHAZINE HYDROCHLORIDE",1,1975
AB,"PROMETHAZINE HYDROCHLORIDE",1,1981
AB,"PROMETHAZINE HYDROCHLORIDE",1,1982
AB,"PROMETHAZINE HYDROCHLORIDE",1,1985
AB,"PROMETHAZINE HYDROCHLORIDE",1,1995
AB,"PROMETHAZINE HYDROCHLORIDE",1,1996
AB,"PROMETHAZINE HYDROCHLORIDE",1,1999
AB,"PROMETHAZINE HYDROCHLORIDE",1,2005
AB,"PROMETHAZINE HYDROCHLORIDE",1,2007
AB,"PROMETHAZINE HYDROCHLORIDE",1,2010
AB,"PROMETHAZINE HYDROCHLORIDE",1,2011
AB,PROMETRIUM,1,1998
AB,PROMETRIUM,1,1999
AB,PROMETRIUM,1,2000
AB,PROMETRIUM,1,2002
AB,PROMETRIUM,1,2004
AB,PROMETRIUM,1,2009
AB,PROMETRIUM,1,2011
AB,PROMETRIUM,1,2013
AB,PROMETRIUM,1,2014
AB,"PROPAFENONE HYDROCHLORIDE",1,2000
AB,"PROPAFENONE HYDROCHLORIDE",1,2001
AB,"PROPAFENONE HYDROCHLORIDE",1,2004
AB,"PROPAFENONE HYDROCHLORIDE",1,2010
AB,"PROPAFENONE HYDROCHLORIDE",1,2015
AB,PROPECIA,1,1997
AB,PROPECIA,1,1998
AB,PROPECIA,1,2000
AB,PROPECIA,1,2001
AB,PROPECIA,1,2002
AB,PROPECIA,1,2004
AB,PROPECIA,1,2010
AB,PROPECIA,1,2011
AB,PROPECIA,1,2012
AB,PROPECIA,1,2014
AB,PROPECIA,1,2016
AB,PROPOFOL,1,1999
AB,PROPOFOL,1,2000
AB,PROPOFOL,1,2002
AB,PROPOFOL,1,2006
AB,PROPOFOL,1,2014
AB,PROPOFOL,1,2015
AB,"PROPRANOLOL HYDROCHLORIDE",1,1985
AB,"PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",1,1987
AB,"PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",1,1990
AB,"PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",1,1991
AB,"PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",1,1993
AB,"PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",1,1995
AB,PROSCAR,1,1992
AB,PROSCAR,1,1993
AB,PROSCAR,1,1994
AB,PROSCAR,1,1996
AB,PROSCAR,1,1997
AB,PROSCAR,1,1998
AB,PROSCAR,1,1999
AB,PROSCAR,1,2001
AB,PROSCAR,1,2002
AB,PROSCAR,1,2003
AB,PROSCAR,1,2004
AB,PROSCAR,1,2010
AB,PROSCAR,1,2011
AB,PROSCAR,1,2012
AB,PROSCAR,1,2013
AB,PROSCAR,1,2014
AB,PROSCAR,1,2015
AB,PROTONIX,1,2000
AB,PROTONIX,1,2001
AB,PROTONIX,1,2002
AB,PROTONIX,1,2003
AB,PROTONIX,1,2004
AB,PROTONIX,1,2006
AB,PROTONIX,1,2007
AB,PROTONIX,1,2009
AB,PROTONIX,1,2010
AB,PROTONIX,1,2011
AB,PROTONIX,1,2012
AB,PROTONIX,1,2013
AB,PROTONIX,1,2014
AB,PROTOPIC,1,2000
AB,PROTOPIC,1,2001
AB,PROTOPIC,1,2002
AB,PROTOPIC,1,2003
AB,PROTOPIC,1,2005
AB,PROTOPIC,1,2006
AB,PROTOPIC,1,2008
AB,PROTOPIC,1,2011
AB,"PROTRIPTYLINE HYDROCHLORIDE",1,2008
AB,"PROTRIPTYLINE HYDROCHLORIDE",1,2010
AB,"PROTRIPTYLINE HYDROCHLORIDE",1,2012
AB,PROVERA,1,1959
AB,PROVERA,1,1973
AB,PROVERA,1,1975
AB,PROVERA,1,1979
AB,PROVERA,1,1985
AB,PROVERA,1,1987
AB,PROVERA,1,1988
AB,PROVERA,1,1989
AB,PROVERA,1,1991
AB,PROVERA,1,1992
AB,PROVERA,1,1993
AB,PROVERA,1,1995
AB,PROVERA,1,1998
AB,PROVERA,1,2007
AB,PROVERA,1,2015
AB,PROVIGIL,1,1998
AB,PROVIGIL,1,1999
AB,PROVIGIL,1,2000
AB,PROVIGIL,1,2001
AB,PROVIGIL,1,2003
AB,PROVIGIL,1,2004
AB,PROVIGIL,1,2005
AB,PROVIGIL,1,2006
AB,PROVIGIL,1,2007
AB,PROVIGIL,1,2010
AB,PROVIGIL,1,2012
AB,PROVIGIL,1,2014
AB,PROVIGIL,1,2015
AB,PROZAC,1,1987
AB,PROZAC,1,1988
AB,PROZAC,1,1989
AB,PROZAC,1,1990
AB,PROZAC,1,1991
AB,PROZAC,1,1992
AB,PROZAC,1,1993
AB,PROZAC,1,1994
AB,PROZAC,1,1995
AB,PROZAC,1,1996
AB,PROZAC,1,1997
AB,PROZAC,1,1998
AB,PROZAC,1,1999
AB,PROZAC,1,2000
AB,PROZAC,1,2002
AB,PROZAC,1,2003
AB,PROZAC,1,2004
AB,PROZAC,1,2005
AB,PROZAC,1,2006
AB,PROZAC,1,2007
AB,PROZAC,1,2008
AB,PROZAC,1,2009
AB,PROZAC,1,2011
AB,PROZAC,1,2013
AB,PROZAC,1,2014
AB,PROZAC,1,2015
AB,PROZAC,1,2016
AB,"PROZAC WEEKLY",1,2001
AB,"PROZAC WEEKLY",1,2004
AB,"PROZAC WEEKLY",1,2005
AB,"PROZAC WEEKLY",1,2006
AB,"PROZAC WEEKLY",1,2007
AB,"PROZAC WEEKLY",1,2008
AB,"PROZAC WEEKLY",1,2009
AB,"PROZAC WEEKLY",1,2011
AB,"PROZAC WEEKLY",1,2013
AB,"PROZAC WEEKLY",1,2014
AB,"PROZAC WEEKLY",1,2015
AB,PURINETHOL,1,1953
AB,PURINETHOL,1,1977
AB,PURINETHOL,1,1979
AB,PURINETHOL,1,1982
AB,PURINETHOL,1,1985
AB,PURINETHOL,1,1986
AB,PURINETHOL,1,1987
AB,PURINETHOL,1,1996
AB,PURINETHOL,1,2001
AB,PURINETHOL,1,2002
AB,PURINETHOL,1,2003
AB,PURINETHOL,1,2004
AB,PURINETHOL,1,2011
AB,PYRAZINAMIDE,1,1971
AB,PYRAZINAMIDE,1,1982
AB,PYRAZINAMIDE,1,1987
AB,PYRAZINAMIDE,1,1990
AB,PYRAZINAMIDE,1,1991
AB,PYRAZINAMIDE,1,1995
AB,PYRAZINAMIDE,1,1996
AB,PYRAZINAMIDE,1,1998
AB,PYRAZINAMIDE,1,1999
AB,PYRAZINAMIDE,1,2002
AB,"PYRIDOSTIGMINE BROMIDE",1,2003
AB,QUALAQUIN,1,2005
AB,QUALAQUIN,1,2007
AB,QUALAQUIN,1,2008
AB,QUALAQUIN,1,2009
AB,QUALAQUIN,1,2010
AB,QUALAQUIN,1,2011
AB,QUALAQUIN,1,2012
AB,QUALAQUIN,1,2013
AB,QUALAQUIN,1,2014
AB,QUARTETTE,1,2013
AB,QUASENSE,1,2006
AB,"QUINAPRIL HYDROCHLORIDE",1,2003
AB,"QUINAPRIL HYDROCHLORIDE",1,2006
AB,"QUINAPRIL HYDROCHLORIDE",1,2009
AB,"QUINAPRIL HYDROCHLORIDE",1,2013
AB,"QUINAPRIL HYDROCHLORIDE",1,2016
AB,"QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",1,2005
AB,"QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",1,2007
AB,"QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",1,2009
AB,"QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",1,2011
AB,"QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",1,2013
AB,QUINARETIC,1,2004
AB,"QUINIDINE SULFATE",1,1976
AB,"QUINIDINE SULFATE",1,1981
AB,"QUINIDINE SULFATE",1,1982
AB,"QUINIDINE SULFATE",1,1992
AB,RAMELTEON,1,2013
AB,RAMELTEON,1,2015
AB,RAMIPRIL,1,2005
AB,RAMIPRIL,1,2011
AB,RANEXA,1,2006
AB,RANEXA,1,2007
AB,RANEXA,1,2008
AB,RANEXA,1,2009
AB,RANEXA,1,2010
AB,RANEXA,1,2011
AB,RANEXA,1,2012
AB,RANEXA,1,2013
AB,RANEXA,1,2014
AB,RANEXA,1,2015
AB,RANEXA,1,2016
AB,"RANITIDINE HYDROCHLORIDE",1,1977
AB,"RANITIDINE HYDROCHLORIDE",1,2005
AB,"RANITIDINE HYDROCHLORIDE",1,2006
AB,"RANITIDINE HYDROCHLORIDE",1,2016
AB,RANOLAZINE,1,2013
AB,RAPAMUNE,1,2000
AB,RAPAMUNE,1,2001
AB,RAPAMUNE,1,2002
AB,RAPAMUNE,1,2003
AB,RAPAMUNE,1,2004
AB,RAPAMUNE,1,2005
AB,RAPAMUNE,1,2006
AB,RAPAMUNE,1,2007
AB,RAPAMUNE,1,2008
AB,RAPAMUNE,1,2009
AB,RAPAMUNE,1,2010
AB,RAPAMUNE,1,2011
AB,RAPAMUNE,1,2012
AB,RAPAMUNE,1,2013
AB,RAPAMUNE,1,2014
AB,RAPAMUNE,1,2015
AB,"RASAGILINE MESYLATE",1,2013
AB,"RASAGILINE MESYLATE",1,2016
AB,RAZADYNE,1,2001
AB,RAZADYNE,1,2002
AB,RAZADYNE,1,2003
AB,RAZADYNE,1,2005
AB,RAZADYNE,1,2006
AB,RAZADYNE,1,2012
AB,RAZADYNE,1,2013
AB,RAZADYNE,1,2015
AB,"RAZADYNE ER",1,2004
AB,"RAZADYNE ER",1,2005
AB,"RAZADYNE ER",1,2006
AB,"RAZADYNE ER",1,2012
AB,"RAZADYNE ER",1,2013
AB,"RAZADYNE ER",1,2015
AB,REBETOL,1,1998
AB,REBETOL,1,2000
AB,REBETOL,1,2001
AB,REBETOL,1,2002
AB,REBETOL,1,2003
AB,REBETOL,1,2004
AB,REBETOL,1,2006
AB,REBETOL,1,2007
AB,REBETOL,1,2009
AB,REBETOL,1,2010
AB,REBETOL,1,2011
AB,REBETOL,1,2013
AB,REBETOL,1,2015
AB,REGLAN,1,1980
AB,REGLAN,1,1981
AB,REGLAN,1,1982
AB,REGLAN,1,1983
AB,REGLAN,1,1984
AB,REGLAN,1,1985
AB,REGLAN,1,1986
AB,REGLAN,1,1987
AB,REGLAN,1,1988
AB,REGLAN,1,1989
AB,REGLAN,1,1992
AB,REGLAN,1,1994
AB,REGLAN,1,1996
AB,REGLAN,1,1998
AB,REGLAN,1,1999
AB,REGLAN,1,2000
AB,REGLAN,1,2001
AB,REGLAN,1,2003
AB,REGLAN,1,2004
AB,REGLAN,1,2009
AB,REGLAN,1,2010
AB,REGLAN,1,2011
AB,REGLAN,1,2015
AB,REMERON,1,1996
AB,REMERON,1,1997
AB,REMERON,1,1998
AB,REMERON,1,1999
AB,REMERON,1,2000
AB,REMERON,1,2001
AB,REMERON,1,2002
AB,REMERON,1,2004
AB,REMERON,1,2005
AB,REMERON,1,2007
AB,REMERON,1,2010
AB,REMERON,1,2011
AB,REMERON,1,2012
AB,REMERON,1,2014
AB,REMERON,1,2015
AB,REMERON,1,2016
AB,"REMERON SOLTAB",1,2001
AB,"REMERON SOLTAB",1,2002
AB,"REMERON SOLTAB",1,2004
AB,"REMERON SOLTAB",1,2005
AB,"REMERON SOLTAB",1,2007
AB,"REMERON SOLTAB",1,2010
AB,"REMERON SOLTAB",1,2011
AB,"REMERON SOLTAB",1,2012
AB,"REMERON SOLTAB",1,2014
AB,"REMERON SOLTAB",1,2015
AB,"REMERON SOLTAB",1,2016
AB,REPAGLINIDE,1,2015
AB,"REPAGLINIDE AND METFORMIN HYDROCHLORIDE",1,2015
AB,REPREXAIN,1,2004
AB,REPREXAIN,1,2007
AB,REPREXAIN,1,2008
AB,REQUIP,1,1997
AB,REQUIP,1,1999
AB,REQUIP,1,2000
AB,REQUIP,1,2001
AB,REQUIP,1,2002
AB,REQUIP,1,2003
AB,REQUIP,1,2005
AB,REQUIP,1,2008
AB,REQUIP,1,2012
AB,REQUIP,1,2014
AB,REQUIP,1,2016
AB,"REQUIP XL",1,2008
AB,"REQUIP XL",1,2009
AB,"REQUIP XL",1,2014
AB,RESTORIL,1,1981
AB,RESTORIL,1,1982
AB,RESTORIL,1,1984
AB,RESTORIL,1,1985
AB,RESTORIL,1,1986
AB,RESTORIL,1,1987
AB,RESTORIL,1,1989
AB,RESTORIL,1,1990
AB,RESTORIL,1,1991
AB,RESTORIL,1,1992
AB,RESTORIL,1,1993
AB,RESTORIL,1,1994
AB,RESTORIL,1,1995
AB,RESTORIL,1,1999
AB,RESTORIL,1,2000
AB,RESTORIL,1,2002
AB,RESTORIL,1,2004
AB,RESTORIL,1,2008
AB,RESTORIL,1,2010
AB,RETIN-A,1,1973
AB,RETIN-A,1,1974
AB,RETIN-A,1,1975
AB,RETIN-A,1,1976
AB,RETIN-A,1,1984
AB,RETIN-A,1,1988
AB,RETIN-A,1,2015
AB,"RETIN-A MICRO",1,1997
AB,"RETIN-A MICRO",1,1998
AB,"RETIN-A MICRO",1,1999
AB,"RETIN-A MICRO",1,2000
AB,"RETIN-A MICRO",1,2001
AB,"RETIN-A MICRO",1,2002
AB,"RETIN-A MICRO",1,2013
AB,"RETIN-A MICRO",1,2014
AB,RETIN-A-MICRO,1,1997
AB,RETIN-A-MICRO,1,1998
AB,RETIN-A-MICRO,1,1999
AB,RETIN-A-MICRO,1,2000
AB,RETIN-A-MICRO,1,2001
AB,RETIN-A-MICRO,1,2002
AB,RETIN-A-MICRO,1,2013
AB,RETIN-A-MICRO,1,2014
AB,RETROVIR,1,1987
AB,RETROVIR,1,1988
AB,RETROVIR,1,1989
AB,RETROVIR,1,1990
AB,RETROVIR,1,1993
AB,RETROVIR,1,1994
AB,RETROVIR,1,1995
AB,RETROVIR,1,1996
AB,RETROVIR,1,1997
AB,RETROVIR,1,1998
AB,RETROVIR,1,1999
AB,RETROVIR,1,2000
AB,RETROVIR,1,2001
AB,RETROVIR,1,2002
AB,RETROVIR,1,2003
AB,RETROVIR,1,2006
AB,RETROVIR,1,2008
AB,RETROVIR,1,2009
AB,RETROVIR,1,2010
AB,RETROVIR,1,2011
AB,RETROVIR,1,2012
AB,RETROVIR,1,2014
AB,REVATIO,1,2005
AB,REVATIO,1,2006
AB,REVATIO,1,2007
AB,REVATIO,1,2009
AB,REVATIO,1,2010
AB,REVATIO,1,2012
AB,REVATIO,1,2014
AB,REVATIO,1,2015
AB,REVIA,1,1984
AB,REVIA,1,1985
AB,REVIA,1,1986
AB,REVIA,1,1987
AB,REVIA,1,1989
AB,REVIA,1,1994
AB,REVIA,1,1995
AB,REVIA,1,1999
AB,REVIA,1,2001
AB,REVIA,1,2013
AB,REYATAZ,1,2003
AB,REYATAZ,1,2004
AB,REYATAZ,1,2005
AB,REYATAZ,1,2006
AB,REYATAZ,1,2007
AB,REYATAZ,1,2008
AB,REYATAZ,1,2009
AB,REYATAZ,1,2010
AB,REYATAZ,1,2011
AB,REYATAZ,1,2012
AB,REYATAZ,1,2013
AB,REYATAZ,1,2014
AB,REYATAZ,1,2015
AB,REYATAZ,1,2016
AB,RHINOCORT,1,1999
AB,RHINOCORT,1,2000
AB,RHINOCORT,1,2001
AB,RHINOCORT,1,2002
AB,RHINOCORT,1,2003
AB,RHINOCORT,1,2004
AB,RHINOCORT,1,2007
AB,RHINOCORT,1,2009
AB,RHINOCORT,1,2010
AB,RHINOCORT,1,2013
AB,RHINOCORT,1,2015
AB,RHINOCORT,1,2016
AB,"RHINOCORT ALLERGY",1,1999
AB,"RHINOCORT ALLERGY",1,2000
AB,"RHINOCORT ALLERGY",1,2001
AB,"RHINOCORT ALLERGY",1,2002
AB,"RHINOCORT ALLERGY",1,2003
AB,"RHINOCORT ALLERGY",1,2004
AB,"RHINOCORT ALLERGY",1,2007
AB,"RHINOCORT ALLERGY",1,2009
AB,"RHINOCORT ALLERGY",1,2010
AB,"RHINOCORT ALLERGY",1,2013
AB,"RHINOCORT ALLERGY",1,2015
AB,"RHINOCORT ALLERGY",1,2016
AB,RIBASPHERE,1,2004
AB,RIBAVARIN,1,2009
AB,RIBAVIRIN,1,2006
AB,RIBAVIRIN,1,2007
AB,RIBAVIRIN,1,2009
AB,RIBAVIRIN,1,2014
AB,RIFABUTIN,1,2014
AB,RIFADIN,1,1971
AB,RIFADIN,1,1972
AB,RIFADIN,1,1973
AB,RIFADIN,1,1974
AB,RIFADIN,1,1975
AB,RIFADIN,1,1976
AB,RIFADIN,1,1977
AB,RIFADIN,1,1978
AB,RIFADIN,1,1979
AB,RIFADIN,1,1980
AB,RIFADIN,1,1982
AB,RIFADIN,1,1983
AB,RIFADIN,1,1984
AB,RIFADIN,1,1986
AB,RIFADIN,1,1987
AB,RIFADIN,1,1989
AB,RIFADIN,1,1990
AB,RIFADIN,1,1992
AB,RIFADIN,1,1993
AB,RIFADIN,1,1996
AB,RIFADIN,1,2000
AB,RIFADIN,1,2004
AB,RIFADIN,1,2010
AB,RIFADIN,1,2013
AB,RIFAMPIN,1,1997
AB,RIFAMPIN,1,1998
AB,RIFAMPIN,1,1999
AB,RIFAMPIN,1,2000
AB,RIFAMPIN,1,2001
AB,RIFAMPIN,1,2008
AB,RIFAMPIN,1,2013
AB,RILUTEK,1,1995
AB,RILUTEK,1,1996
AB,RILUTEK,1,1999
AB,RILUTEK,1,2000
AB,RILUTEK,1,2003
AB,RILUTEK,1,2004
AB,RILUTEK,1,2009
AB,RILUTEK,1,2016
AB,RILUZOLE,1,2003
AB,RILUZOLE,1,2016
AB,RIMACTANE,1,1971
AB,RIMACTANE,1,1972
AB,RIMACTANE,1,1973
AB,RIMACTANE,1,1974
AB,RIMACTANE,1,1975
AB,RIMACTANE,1,1976
AB,RIMACTANE,1,1977
AB,RIMACTANE,1,1978
AB,RIMACTANE,1,1979
AB,RIMACTANE,1,1980
AB,RIMACTANE,1,1981
AB,RIMACTANE,1,1982
AB,RIMACTANE,1,1983
AB,RIMACTANE,1,1984
AB,RIMACTANE,1,1985
AB,RIMACTANE,1,1988
AB,RIMACTANE,1,1989
AB,RIMACTANE,1,1990
AB,RIMACTANE,1,1991
AB,RIMACTANE,1,1992
AB,RIMACTANE,1,1994
AB,RIMACTANE,1,1995
AB,RIMACTANE,1,1996
AB,RIMACTANE,1,1997
AB,RIMACTANE,1,1998
AB,RIMACTANE,1,1999
AB,RIMACTANE,1,2000
AB,RIMACTANE,1,2001
AB,RIMACTANE,1,2004
AB,"RIMANTADINE HYDROCHLORIDE",1,2002
AB,"RIMANTADINE HYDROCHLORIDE",1,2014
AB,"RISEDRONATE SODIUM",1,2007
AB,RISPERDAL,1,1993
AB,RISPERDAL,1,1994
AB,RISPERDAL,1,1995
AB,RISPERDAL,1,1996
AB,RISPERDAL,1,1997
AB,RISPERDAL,1,1998
AB,RISPERDAL,1,1999
AB,RISPERDAL,1,2001
AB,RISPERDAL,1,2002
